1.000000	-0.013850	-0.052308	-0.115104	-0.026206	-0.056888	0.019795	0.094465	0.026965	0.215728	0.063429	0.082457	0.095208	-0.045899	-0.042758	0.054463	0.221921	-0.122077	-0.020335	0.005424	0.084000	0.065558	-0.052839	-0.134568	-0.004300	-0.092380	-0.137453	0.104532	0.197041	0.047012	0.153393	-0.150457
-0.013850	1.000000	-0.023418	0.055074	0.008011	0.021873	-0.101540	-0.113927	0.031658	-0.106518	-0.139235	0.014264	-0.000858	0.118195	0.146807	0.121214	0.030641	0.060055	0.138208	-0.152562	-0.018937	-0.068926	0.182834	0.117752	-0.029589	-0.049136	0.007328	0.211446	-0.104954	-0.097895	-0.012758	0.023773
-0.052308	-0.023418	1.000000	-0.013061	0.170718	0.064524	0.146808	-0.002729	0.199441	-0.032669	-0.102064	0.173014	0.046455	-0.136963	-0.186651	-0.019451	-0.016858	0.002130	0.156861	-0.035393	0.149079	-0.007250	-0.227763	-0.216291	-0.084950	0.013365	0.053082	0.059259	-0.034901	0.171111	-0.006612	-0.112802
-0.115104	0.055074	-0.013061	1.000000	-0.041546	0.144714	0.055727	-0.011421	0.073346	-0.180667	0.009642	0.047365	-0.007141	-0.015053	0.164278	-0.157458	-0.255404	0.015480	-0.068449	0.006283	0.031408	-0.045349	0.033896	-0.007746	0.033342	-0.040299	-0.049986	-0.046017	-0.034423	0.045928	0.010765	-0.097488
-0.026206	0.008011	0.170718	-0.041546	1.000000	0.135609	0.031272	-0.028804	-0.068333	-0.170853	-0.257409	-0.007324	0.149669	0.263709	-0.083175	0.016711	0.106786	-0.021861	0.041245	-0.280563	0.013774	0.098964	-0.033714	-0.062676	-0.102425	0.014556	0.200703	-0.101207	-0.073776	-0.057359	0.174195	-0.089547
-0.056888	0.021873	0.064524	0.144714	0.135609	1.000000	0.006780	-0.059783	0.062580	-0.097384	0.024470	0.162935	-0.148122	0.064841	-0.096679	-0.023980	0.041524	0.099269	-0.121835	-0.136122	0.098197	-0.152622	-0.011819	-0.036911	0.058110	-0.054021	0.013956	0.080606	-0.219486	-0.133207	0.158185	-0.027657
0.019795	-0.101540	0.146808	0.055727	0.031272	0.006780	1.000000	0.003187	0.011087	0.012196	0.055486	-0.089946	-0.001729	0.035773	0.023983	-0.144676	0.157696	-0.082807	0.103658	0.103160	-0.035975	0.092599	-0.076787	0.008177	-0.032627	0.146169	0.177092	-0.120306	0.300339	0.051023	-0.102499	-0.052546
0.094465	-0.113927	-0.002729	-0.011421	-0.028804	-0.059783	0.003187	1.000000	-0.144212	-0.091448	0.110228	0.111138	-0.040764	-0.021702	0.109011	0.081354	0.174200	0.127732	0.085391	0.318898	-0.045149	-0.152474	0.017082	0.083220	0.040720	-0.037129	0.096808	-0.037998	0.045518	0.032186	0.052955	0.130556
0.026965	0.031658	0.199441	0.073346	-0.068333	0.062580	0.011087	-0.144212	1.000000	0.043499	0.026390	0.038267	-0.040408	-0.128147	-0.080533	-0.014981	-0.119542	0.008705	0.012373	0.098090	0.002418	-0.070569	-0.052040	-0.201883	-0.069764	-0.205680	0.035108	0.291795	-0.083987	-0.023507	-0.056015	-0.149670
0.215728	-0.106518	-0.032669	-0.180667	-0.170853	-0.097384	0.012196	-0.091448	0.043499	1.000000	0.013204	-0.070010	-0.043764	-0.123761	-0.058209	0.009181	0.012433	-0.184785	0.003039	-0.031673	0.001325	-0.137827	0.072615	0.022364	0.000144	-0.031645	0.085626	0.028003	0.131683	0.102768	0.034710	0.055037
